SC_Alien.ElapsedSecs      SC_Alien.EarthMJ2000Eq.X   SC_Alien.EarthMJ2000Eq.Y   SC_Alien.EarthMJ2000Eq.Z   SC_Alien.EarthMJ2000Eq.VX   SC_Alien.EarthMJ2000Eq.VY   SC_Alien.EarthMJ2000Eq.VZ   SC_Human.ElapsedSecs      SC_Human.EarthMJ2000Eq.X   SC_Human.EarthMJ2000Eq.Y   SC_Human.EarthMJ2000Eq.Z   SC_Human.EarthMJ2000Eq.VX   SC_Human.EarthMJ2000Eq.VY   SC_Human.EarthMJ2000Eq.VZ   
82.99999991431832         2630.116973845644          4641.688735229853          -4684.784988569815         6.157154192742833           0.7529795915428963          4.202782558618818           82.99999991431832         -2966.17145837371          -6197.261179628168         -450.553239429203          5.684426767392427           -3.574465869746822          -5.701986488392038          
84.00000014808029         2636.272662333545          4642.439129990177          -4680.579598101993         6.154221640475773           0.7478097898191901          4.207997596443177           84.00000014808029         -2960.485221984797         -6200.831861487885         -456.2549497051879         5.68804455319116            -3.566897751208625          -5.701432949357688          
85.00000006752089         2642.425414841971          4643.184354531884          -4676.368994939058         6.151282234339357           0.7426391552703272          4.213207947880295           85.00000006752089         -2954.7953721819           -6204.394974936941         -461.9561031008246         5.691653595278038           -3.559329051738487          -5.700872729042676          
85.99999998696148         2648.575224518691          4643.924408025029          -4672.153183770297         6.148335977607158           0.7374676936547697          4.218413607127476           85.99999998696148         -2949.10191770897          -6207.950519404339         -467.6566929388768         5.695253893180174           -3.551759791199093          -5.700305835539044          
86.99999990640208         2654.722084514747          4644.659289645425          -4667.932169290799         6.145382873560383           0.7322954107319011          4.223614568387252           86.99999990640208         -2943.40486731041          -6211.498494338928         -473.3567125502111         5.698845446470879           -3.544189989426292          -5.699732276961435          
88.00000014016405         2660.86598798447           4645.388998574645          -4663.705956201448         6.14242292548786            0.7271223122620197          4.228810825867387           88.00000014016405         -2937.704229731025         -6215.038899209383         -479.0561552738204         5.702428254769567           -3.536619666228968          -5.699152061446956          
89.00000005960464         2667.00692808548           4646.11353400002           -4659.474549208921         6.139456136686041           0.7219484040063319          4.234002373780882           89.00000005960464         -2932.00001371598          -6218.571733504173         -484.7550144568457         5.706002317741672           -3.529048841388908          -5.698565197155068          
89.99999997904524         2673.1448979787            4646.832895114648          -4655.237953025672         6.136482510458998           0.7167736917269457          4.239189206345983           89.99999997904524         -2926.292228010747         -6222.096996731532         -490.4532834545984         5.709567635098561           -3.521477534660674          -5.697971692267464          
90.99999989848584         2679.279890828361          4647.547081117385          -4650.996172369939         6.133502050118417           0.7115981811868651          4.244371317786188           90.99999989848584         -2920.580881361068         -6225.61468841944          -496.150955630583          5.713124206597443           -3.513905765771475          -5.697371554987947          
92.00000013224781         2685.411899802006          4648.256091212856          -4646.749211965733         6.130514758983592           0.7064218781499825          4.249548702330253           92.00000013224781         -2914.865982512904         -6229.124808115587         -501.8480243565186         5.716672032041273           -3.506333554421039          -5.696764793542314          
93.0000000516884          2691.540918070505          4648.959924611442          -4642.497076542832         6.127520640381428           0.7012447883810733          4.254721354212201           93.0000000516884          -2909.147540212388         -6232.627355387353         -507.5444830123612         5.720211111278676           -3.498760920281486          -5.696151416178232          
93.999999971129           2697.666938808057          4649.658580529295          -4638.239770836782         6.124519697646432           0.6960669176457887          4.259889267671318           93.999999971129           -2903.425563205785         -6236.122329821769         -513.2403249863252         5.723741444203849           -3.491187882997199          -5.69553143116512           
94.9999998905696          2703.789955192201          4650.352058188334          -4633.977299588882         6.121511934120714           0.6908882717106503          4.265052436952177           94.9999998905696          -2897.700060239439         -6239.609731025504         -518.9355436749053         5.727263030756468           -3.483614462184705          -5.694904846794026          
96.00000012433156         2709.909960403818          4651.040356816239          -4629.709667546187         6.118497353153974           0.6857088563430424          4.270210856304628           96.00000012433156         -2891.971040059735         -6243.089558624823         -524.6301324828979         5.730775870921602           -3.476040677432545          -5.694271671377518          
97.00000004377216         2716.026947627147          4651.723475646464          -4625.436879461497         6.115475958103509           0.6805286773112064          4.27536451998381            97.00000004377216         -2886.238511413048         -6246.561812265574         -530.3240848234228         5.734279964729617           -3.468466548301148          -5.693631913249545          
97.99999996321276         2722.140910049785          4652.401413918229          -4621.158940093356         6.112447752334203           0.6753477403842344          4.280513422250163           97.99999996321276         -2880.502483045704         -6250.026491613143         -536.0173941179446         5.737775312256091           -3.460892094322715          -5.692985580765335          
